,name,rating,reviews,company_type,Head_Quarters,Company_Age,No_of_Employee
224,Rivigo,3.9,(1.6k Reviews),Private,"Gurgaon,Haryana + 142 more",8 years old,1k-5k Employees (India)
225,RSPL Group,4.1,(1.6k Reviews),Private,"Mumbai,Maharashtra + 133 more",35 years old,1k-5k Employees (India)
226,Capita,3.9,(1.7k Reviews),Private,"Indore,Madhya Pradesh + 17 more",17 years old,1k-5k Employees (India)
227,Ceat Tyres,4.2,(1.7k Reviews),Public,"Mumbai,Maharashtra + 92 more",64 years old,5k-10k Employees (India)
228,Radisson Hotels,3.9,(1.6k Reviews),Private,"Minnetonka,Minnesota + 87 more",113 years old,10k-50k Employees (India)
229,Dilip Buildcon,4.1,(1.6k Reviews),Public,"Bhopal,Madhya Pradesh + 132 more",35 years old,10k-50k Employees (India)
230,KPIT Technologie...,3.6,(1.6k Reviews),Public,"Pune,Maharashtra + 21 more",32 years old,5k-10k Employees (India)
231,Bank of America,4.5,(2.7k Reviews),Private,Charlotte + 28 more,24 years old,10k-50k Employees (India)
232,RBL Bank,3.8,(1.6k Reviews),Public,"Mumbai,Maharashtra + 173 more",79 years old,1k-5k Employees (India)
233,Tata AIA Life In...,4.0,(1.6k Reviews),Private,"Mumbai,Maharashtra + 189 more",21 years old,5k-10k Employees (India)
234,Dabur,4.1,(1.6k Reviews),Public,"Ghaziabad,Uttar Pradesh + 177 more",138 years old,5k-10k Employees (India)
235,Patanjali Ayurve...,4.1,(1.6k Reviews),Private,"Haridwar,Uttarakhand + 211 more",16 years old,5k-10k Employees (India)
236,L&T Technology S...,3.4,(1.6k Reviews),Public,"Vadodara/Baroda,Gujarat + 22 more",10 years old,10k-50k Employees (India)
237,PNB MetLife,3.7,(1.6k Reviews),Private,"Mumbai,Maharashtra + 228 more",21 years old,5k-10k Employees (India)
238,ITC Infotech In...,3.6,(1.6k Reviews),Private,"Bangalore/Bengaluru,Karnataka + 38 more",22 years old,5k-10k Employees (India)
239,Ekart Logistics,4.3,(1.6k Reviews),Private,"San Francisco,California + 368 more",13 years old,1k-5k Employees (India)
240,Ekart Logistics,4.3,(1.6k Reviews),Private,"San Francisco,California + 368 more",13 years old,1k-5k Employees (India)
241,Kotak Mahindara ...,3.9,(1.6k Reviews),Public,"Mumbai,Maharashtra + 154 more",21 years old,5k-10k Employees (India)
242,Eureka Forbes,4.0,(1.5k Reviews),Private,"Mumbai,Maharashtra + 145 more",40 years old,5k-10k Employees (India)
243,Landmark Group,4.3,(4.5k Reviews),Private,"Dubai Marina,Dubai + 99 more",49 years old,1k-5k Employees (India)
244,Biocon Biologics...,4.0,(1.5k Reviews),Public,"Bangalore/Bengaluru,Karnataka + 55 more",44 years old,10k-50k Employees (India)
245,HDFC Ergo Genera...,4.0,(1.5k Reviews),Public,"Mumbai,Maharashtra + 164 more",20 years old,1k-5k Employees (India)
246,Lifestyle,4.4,(1.5k Reviews),Private,"Bangalore/Bengaluru,Karnataka + 87 more",8 years old,10k-50k Employees (India)
247,Fortis Healthcar...,4.0,(1.5k Reviews),Public,"Gurgaon/Gurugram,Haryana + 53 more",26 years old,5k-10k Employees (India)
248,Ola Cabs,3.6,(2k Reviews),Private,Bangalore + 82 more,12 years old,10k-50k Employees (India)
249,JK Cement,4.2,(1.5k Reviews),Public,"Gurgaon/Gurugram,Haryana + 179 more",48 years old,1k-5k Employees (India)
250,Max Healthcare,4.2,(1.6k Reviews),Partnership,"Delhi/NCR,New Delhi + 50 more",21 years old,1k-5k Employees (India)
251,HCL Infosystems,3.9,(1.5k Reviews),Public,"Noida,Uttar Pradesh + 98 more",46 years old,10k-50k Employees (India)
252,Suzuki,4.1,(7k Reviews),Private,"Vadodara/Baroda,Gujarat + 127 more",8 years old,1k-5k Employees (India)
253,GeBBS Healthcare...,3.9,(1.5k Reviews),Private,"Culver City,California + 10 more",17 years old,5k-10k Employees (India)
254,Pfizer,4.2,(2k Reviews),Public,"Chennai,Tamil Nadu + 92 more",18 years old,1k-5k Employees (India)
255,Escorts Group,4.2,(1.7k Reviews),Public,"Faridabad,Haryana + 90 more",62 years old,5k-10k Employees (India)
256,Blue Dart Expres...,4.2,(1.5k Reviews),Public,"Mumbai,Maharashtra + 182 more",39 years old,10k-50k Employees (India)
257,Berger Paints,3.8,(1.6k Reviews),Public,"Kolkata,West Bengal + 172 more",99 years old,1k-5k Employees (India)
258,Nestle,4.1,(1.6k Reviews),Public,Vevey + 170 more,63 years old,10k-50k Employees (India)
259,G4S,4.2,(1.5k Reviews),Private,"Gurgaon/Gurugram,Haryana + 96 more",26 years old,1 Lakh+ Employees (India)
260,Fiserv,3.9,(1.5k Reviews),Private,"Brookfield,Wisconsin + 26 more",51 years old,501-1k Employees (India)
261,Aakash Institute,3.6,(1.7k Reviews),Private,"New Delhi,Delhi + 132 more",34 years old,1k-5k Employees (India)
262,Life Insurance C...,4.3,(1.4k Reviews),Private,Mumbai + 336 more,66 years old,1 Lakh+ Employees (India)
263,JMC Projects,4.3,(1.4k Reviews),Public,"Mumbai,Maharashtra + 87 more",40 years old,1k-5k Employees (India)
264,Utkarsh Small Fi...,4.0,(1.4k Reviews),Public,"Varanasi,Uttar Pradesh + 197 more",13 years old,1k-5k Employees (India)
265,Tata AIG General...,4.1,(1.4k Reviews),Private,"Mumbai,Maharashtra + 174 more",22 years old,5k-10k Employees (India)
266,Mankind Pharma,4.2,(1.6k Reviews),Private,"New Delhi,Delhi + 136 more",27 years old,5k-10k Employees (India)
267,Reliance Digital,4.3,(1.4k Reviews),Private,"Mumbai,Maharashtra + 209 more",15 years old,1k-5k Employees (India)
268,Delhi Public Sch...,3.9,(1.4k Reviews),Public,"Greater Noida,Uttar Pradesh + 201 more",24 years old,1k-5k Employees (India)
269,AFCONS Infrastru...,4.5,(1.4k Reviews),Partnership,"Mumbai,Maharashtra + 70 more",63 years old,5k-10k Employees (India)
270,PolicyBazaar,3.7,(1.4k Reviews),Public,"Gurgaon,Haryana + 27 more",14 years old,5k-10k Employees (India)
271,Voltas,4.1,(1.5k Reviews),Public,"Mumbai,Maharashtra + 132 more",68 years old,5k-10k Employees (India)
272,Aarti Industries,4.2,(1.4k Reviews),Public,"Mumbai,Maharashtra + 31 more",47 years old,1k-5k Employees (India)
273,Cogent E Service...,3.4,(1.4k Reviews),Private,"Noida,Uttar Pradesh + 27 more",18 years old,10k-50k Employees (India)
274,IndiGo,3.5,(1.4k Reviews),Private,"Boston,Massachusetts + 69 more",17 years old,10k-50k Employees (India)
275,Sapient Corporat...,3.9,(1.6k Reviews),Private,"New York,New York + 15 more",32 years old,5k-10k Employees (India)
276,Raymond,4.1,(1.7k Reviews),Public,New York + 102 more,97 years old,1k-5k Employees (India)
277,ADP Solutions,4.2,(1.4k Reviews),Public,"Chennai,Tamil Nadu + 10 more",23 years old,1k-5k Employees (India)
278,I Process Servic...,4.0,(1.4k Reviews),Private,"Mumbai,Maharashtra + 192 more",17 years old,1k-5k Employees (India)
279,R1 RCM,4.0,(1.4k Reviews),Private,"Chicago,Illinois + 13 more",19 years old,1k-5k Employees (India)
280,NIIT Technologie...,3.5,(1.4k Reviews),Public,"Noida,Uttar Pradesh + 77 more",18 years old,5k-10k Employees (India)
281,DHFL,4.6,(1.3k Reviews),Public,"Mumbai,Maharashtra + 191 more",38 years old,1k-5k Employees (India)
282,Aditya Birla Gro...,4.2,(13.2k Reviews),"Mumbai,Maharashtra + 182 more",165 years old,1 Lakh+ Employees (India),
283,PVR Cinemas,4.3,(1.3k Reviews),Public,Gurgaon + 89 more,25 years old,1k-5k Employees (India)
284,BHEL,4.3,(1.3k Reviews),Private,"Bangalore/Bengaluru,Karnataka + 84 more",58 years old,10k-50k Employees (India)
285,Exide Industries,3.8,(2.7k Reviews),Public,"Kolkata,West Bengal + 158 more",75 years old,1k-5k Employees (India)
286,Birla Sun Life I...,4.3,(1.3k Reviews),Private,"Mumbai,Maharashtra + 268 more",22 years old,10k-50k Employees (India)
287,Persistent Syste...,4.2,(1.3k Reviews),Public,"Pune,Maharashtra + 6 more",32 years old,10k-50k Employees (India)
288,ACT Fibernet,4.1,(1.3k Reviews),Private,"Daegu,Daegu + 32 more",22 years old,5k-10k Employees (India)
289,Access Healthcar...,4.1,(1.3k Reviews),Private,"Dallas,Texas + 15 more",11 years old,1k-5k Employees (India)
290,R.R. Donnelley,4.2,(1.3k Reviews),Private,"Chicago,Illinois + 9 more",158 years old,5k-10k Employees (India)
291,Poonawalla Finco...,4.1,(1.6k Reviews),Public,"Mumbai,Maharashtra + 241 more",34 years old,5k-10k Employees (India)
292,Micro Labs,3.8,(1.3k Reviews),Private,"Bangalore/Bengaluru,Karnataka + 94 more",49 years old,5k-10k Employees (India)
293,United Phosphoru...,4.3,(1.3k Reviews),Public,"Mumbai,Maharashtra + 108 more",53 years old,1k-5k Employees (India)
294,Walmart,4.2,(11.4k Reviews),Private,"Bangalore/Bengaluru,Karnataka + 67 more",13 years old,5k-10k Employees (India)
295,Ajanta Pharma,4.0,(1.3k Reviews),Public,"Mumbai,Maharashtra + 82 more",49 years old,1k-5k Employees (India)
296,Zensar Technolog...,3.8,(1.3k Reviews),Public,"Pune,Maharashtra + 17 more",31 years old,10k-50k Employees (India)
297,The Himalaya Dru...,4.2,(1.3k Reviews),Private,"San Francisco,California + 145 more",92 years old,1k-5k Employees (India)
298,Cholamandalam MS...,4.0,(1.3k Reviews),JV,"Chennai,Tamil Nadu + 265 more",21 years old,50k-1 Lakh Employees (India)
299,Renault-Nissan,4.1,(1.3k Reviews),Private,"Chennai,Tamil Nadu + 60 more",12 years old,5k-10k Employees (India)
300,Statestreet HCL ...,3.4,(1.3k Reviews),Private,New Delhi + 10 more,10 years old,5k-10k Employees (India)
301,Emcure Pharmaceu...,4.1,(1.4k Reviews),Private,Pune + 78 more,41 years old,5k-10k Employees (India)
302,Blue Star,4.1,(1.3k Reviews),Public,"Mumbai,Maharashtra + 100 more",79 years old,1k-5k Employees (India)
303,café Coffee day,4.1,(1.3k Reviews),Private,"Bengaluru,Karnataka + 78 more",26 years old,1k-5k Employees (India)
304,Honda,4.2,(3.1k Reviews),Private,"Greater Noida,Uttar Pradesh + 163 more",37 years old,5k-10k Employees (India)
305,Exide Life Insur...,3.7,(1.3k Reviews),Private,"Bangalore/Bengaluru,Karnataka + 182 more",21 years old,1k-5k Employees (India)
306,InterGlobe Techn...,3.6,(1.3k Reviews),Public,"Gurgaon/Gurugram,Haryana + 30 more",24 years old,1k-5k Employees (India)
307,Sterling & Wilso...,4.2,(1.3k Reviews),Private,Mumbai + 65 more,95 years old,1k-5k Employees (India)
308,HDFC Sales,4.1,(1.3k Reviews),Private,"Mumbai,Maharashtra + 211 more",18 years old,10k-50k Employees (India)
309,Britannia,4.2,(1.3k Reviews),Public,"Reading,Reading + 156 more",130 years old,1k-5k Employees (India)
310,Birlasoft,3.8,(1.3k Reviews),Public,"Pune,Maharashtra + 22 more",27 years old,5k-10k Employees (India)
311,TVS Sundram Fast...,3.9,(1.3k Reviews),Public,"Chennai,Tamil Nadu + 35 more",56 years old,5k-10k Employees (India)
312,Bhushan Power & ...,4.0,(1.3k Reviews),Private,"Delhi/NCR,New Delhi + 48 more",52 years old,501-1k Employees (India)
313,Tata Technologie...,3.5,(1.3k Reviews),Private,Singapore + 30 more,33 years old,5k-10k Employees (India)
314,Mahindra Holiday...,3.8,(1.3k Reviews),Private,"Chennai,Tamil Nadu + 85 more",26 years old,1k-5k Employees (India)
315,Sonalika Tractor...,3.9,(1.3k Reviews),Private,"Hoshiarpur,Punjab + 116 more",53 years old,1k-5k Employees (India)
316,Big Bazaar,4.2,(1.2k Reviews),Private,"Mumbai,Maharashtra + 148 more",21 years old,10k-50k Employees (India)
317,AGS Health,4.1,(1.2k Reviews),Private,"Chennai,Tamil Nadu + 19 more",11 years old,1k-5k Employees (India)
318,Dalmia Bharat Ce...,4.1,(1.3k Reviews),Public,"Delhi/NCR,New Delhi + 130 more",87 years old,1k-5k Employees (India)
319,Shahi Exports,4.1,(1.3k Reviews),Private,"Faridabad,Haryana + 48 more",48 years old,1 Lakh+ Employees (India)
320,Indian Navy,4.6,(1.2k Reviews),Private,"Delhi/NCR,Delhi + 55 more",72 years old,50k-1 Lakh Employees (India)
321,Ambuja Cements,4.0,(1.2k Reviews),Public,"Mumbai,Maharashtra + 161 more",39 years old,5k-10k Employees (India)
322,Mahindra Rural H...,4.2,(1.2k Reviews),Public,"Mumbai,Maharashtra + 287 more",15 years old,5k-10k Employees (India)
323,Lenskart,3.0,(1.2k Reviews),Private,"Delhi,NCT + 97 more",12 years old,1k-5k Employees (India)
324,Force Motors,3.4,(1.2k Reviews),Public,"Pune,Maharashtra + 71 more",64 years old,1k-5k Employees (India)
325,Societe Generale,3.9,(1.2k Reviews),Private,"Bangalore/Bengaluru,Karnataka + 13 more",22 years old,1k-5k Employees (India)
326,Johnson Controls,4.0,(1.9k Reviews),Public,Cork + 50 more,27 years old,5k-10k Employees (India)
327,Brakes India,4.2,(1.2k Reviews),"Chennai,Tamil Nadu + 53 more",60 years old,1k-5k Employees (India),
328,Thomson Reuters,4.4,(1.2k Reviews),Private,Toronto + 17 more,28 years old,10k-50k Employees (India)
329,UNO Minda,4.1,(1.2k Reviews),Gurgaon + 57 more,64 years old,1k-5k Employees (India),
330,Legato Health Te...,4.1,(1.2k Reviews),LLP,"Bangalore/Bengaluru,Karnataka + 8 more",5 years old,5k-10k Employees (India)
331,Indiabulls,3.8,(3.8k Reviews),Public,"Gurgaon/Gurugram,Haryana + 140 more",22 years old,10k-50k Employees (India)
332,Wockhardt,4.1,(1.6k Reviews),Public,"Mumbai,Maharashtra + 68 more",23 years old,5k-10k Employees (India)
333,3i Infotech,3.7,(1.2k Reviews),Public,"Mumbai,Maharashtra + 81 more",29 years old,5k-10k Employees (India)
334,Sobha,4.0,(1.2k Reviews),Public,"Bangalore/Bengaluru,Karnataka + 32 more",27 years old,1k-5k Employees (India)
335,Amara Raja Group,4.2,(1.5k Reviews),Public,"Bangalore/Bengaluru,Karnataka + 72 more",37 years old,10k-50k Employees (India)
336,JK Tyres,3.8,(1.2k Reviews),Private,New Delhi + 106 more,71 years old,1k-5k Employees (India)
337,TVS Credit Servi...,4.3,(1.2k Reviews),Public,"Chennai,Tamil Nadu + 194 more",14 years old,10k-50k Employees (India)
338,Whirlpool,4.3,(1.2k Reviews),Public,"Gurgaon/Gurugram,Haryana + 109 more",20 years old,1k-5k Employees (India)
339,V-mart,4.4,(1.2k Reviews),Public,"Gurgaon/Gurugram,Haryana + 183 more",20 years old,5k-10k Employees (India)
340,DS Group,4.1,(1.3k Reviews),Private,"Noida,Uttar Pradesh + 116 more",93 years old,1k-5k Employees (India)
341,Indus Towers,4.1,(1.2k Reviews),Private,"Gurgaon,Haryana + 96 more",15 years old,1k-5k Employees (India)
342,Shree Cement,4.3,(1.2k Reviews),Public,"Kolkata,West Bengal + 127 more",43 years old,5k-10k Employees (India)
343,Shriram City,4.2,(1.2k Reviews),Public,"Chennai,Tamil Nadu + 330 more",36 years old,10k-50k Employees (India)
344,Adani Power,4.1,(1.4k Reviews),Public,"Ahmedabad,Gujrat + 79 more",16 years old,1k-5k Employees (India)
345,GE,4.2,(2.1k Reviews),Private,"Boston,Massachusetts + 52 more",130 years old,10k-50k Employees (India)
346,Parle Agro,4.3,(1.2k Reviews),Private,"Mumbai,Maharashtra + 130 more",38 years old,1k-5k Employees (India)
347,Crompton Greaves,3.9,(1.2k Reviews),Public,"Mumbai,Maharashtra + 86 more",85 years old,1k-5k Employees (India)
348,Saint-Gobain,4.1,(1.3k Reviews),Private,Paris + 66 more,357 years old,10k-50k Employees (India)
349,GSK Pharmaceutic...,4.3,(1.2k Reviews),Middlesex + 132 more,192 years old,1k-5k Employees (India),
350,GVK Emergency Ma...,3.8,(1.1k Reviews),Private,"Hyderabad/Secunderabad,Telangana + 99 more",17 years old,10k-50k Employees (India)
351,Tata Motors Fina...,4.3,(1.1k Reviews),Private,"Mumbai,Maharashtra + 195 more",65 years old,1k-5k Employees (India)
352,Bharti AXA Life ...,3.9,(1.1k Reviews),Private,Mumbai + 193 more,16 years old,5k-10k Employees (India)
353,Tech Mahindra Bu...,3.5,(1.1k Reviews),Public,"Mumbai,Maharashtra + 31 more",19 years old,1k-5k Employees (India)
354,Reliance Trends,4.3,(1.1k Reviews),Private,"Navi Mumbai,Maharashtra + 237 more",16 years old,1 Lakh+ Employees (India)
355,Datamatics Globa...,3.7,(1.6k Reviews),Public,Mumbai + 23 more,47 years old,1k-5k Employees (India)
356,Sterlite Technol...,4.2,(1.1k Reviews),Public,"Pune,Maharashtra + 52 more",34 years old,5k-10k Employees (India)
357,Delphi TVS,4.0,(1.1k Reviews),Private,"Kanchipuram,Tamil Nadu + 23 more",33 years old,1k-5k Employees (India)
358,Reliance SMSL,4.2,(1.1k Reviews),Public,Mumbai + 294 more,15 years old,1k-5k Employees (India)
359,SRF,4.3,(1.7k Reviews),Public,"Gurgaon/Gurugram,Haryana + 39 more",52 years old,1k-5k Employees (India)
360,ICICI Securities,3.7,(1.1k Reviews),Public,"Mumbai,Maharashtra + 96 more",27 years old,5k-10k Employees (India)
361,Yamaha Motor,3.9,(1.2k Reviews),Private,"Iwata,Shizuoka + 102 more",15 years old,1k-5k Employees (India)
362,Gabriel India,4.3,(1.1k Reviews),Public,"Pune,Maharashtra + 34 more",61 years old,1k-5k Employees (India)
363,Lodha group,4.2,(1.1k Reviews),Private,"Mumbai,Maharashtra + 16 more",42 years old,1k-5k Employees (India)
364,Quest Global,3.6,(1.1k Reviews),Private,Singapore + 23 more,25 years old,10k-50k Employees (India)
365,BT Group,4.3,(2k Reviews),Private,London + 12 more,176 years old,5k-10k Employees (India)
366,Karvy Data Manag...,3.5,(1.1k Reviews),Private,"Hyderabad/Secunderabad,Telangana + 87 more",14 years old,1k-5k Employees (India)
367,Sigma Electric M...,3.9,(1.1k Reviews),Private,"Garner,North Carolina + 17 more",40 years old,1k-5k Employees (India)
368,Hyatt Regency,4.3,(1.1k Reviews),Private,"New Delhi,Delhi + 38 more",42 years old,1k-5k Employees (India)
369,Novartis Healthc...,4.1,(1.4k Reviews),Public,"Mumbai,Maharashtra + 57 more",26 years old,1k-5k Employees (India)
370,Myntra,4.3,(1.1k Reviews),Private,"Bangalore,Karnataka + 82 more",15 years old,1k-5k Employees (India)
371,IKS Health,3.5,(1.1k Reviews),Private,"Mumbai,Maharashtra + 9 more",15 years old,1k-5k Employees (India)
372,AXA Business Ser...,3.9,(1.1k Reviews),Private,Paris + 5 more,27 years old,1k-5k Employees (India)
373,Oberoi Group of ...,4.3,(1.1k Reviews),Private,"Delhi/NCR,Delhi + 31 more",88 years old,1k-5k Employees (India)
374,Jet Airways,4.6,(1.1k Reviews),Public,"Mumbai,Maharashtra + 48 more",29 years old,10k-50k Employees (India)
375,Endurance Techno...,3.8,(1.1k Reviews),Public,"Aurangabad,Maharashtra + 28 more",37 years old,1k-5k Employees (India)
376,Kalpataru Power ...,4.1,(1.1k Reviews),Public,"Mumbai,Maharashtra + 131 more",41 years old,1k-5k Employees (India)
377,Lucas-TVS,4.0,(1.4k Reviews),Private,"Chennai,Tamil Nadu + 46 more",61 years old,1k-5k Employees (India)
378,Kansai Nerolac P...,3.9,(1.1k Reviews),Public,"Mumbai,Maharashtra + 119 more",102 years old,1k-5k Employees (India)
379,State Street Cor...,3.8,(1.2k Reviews),Private,"Boston,Massachusetts + 12 more",12 years old,5k-10k Employees (India)
380,Future Generali ...,3.9,(1.1k Reviews),Private,Mumbai + 140 more,15 years old,1k-5k Employees (India)
381,Grasim Industrie...,4.2,(6.9k Reviews),Public,Nagda + 49 more,75 years old,10k-50k Employees (India)
382,Bharat Petroleum,4.1,(1.1k Reviews),Private,"Mumbai,Maharashtra + 174 more",70 years old,50k-1 Lakh Employees (India)
383,Piramal Group,4.1,(1.3k Reviews),Private,Mumbai + 96 more,42 years old,1k-5k Employees (India)
384,Cadila Pharmaceu...,4.0,(6k Reviews),Public,"Ahmedabad,Gujrat + 93 more",71 years old,5k-10k Employees (India)
385,Mahindra Logisti...,4.2,(1.1k Reviews),Public,"Mumbai,Maharashtra + 91 more",22 years old,1k-5k Employees (India)
386,Sopra Steria,4.2,(1.1k Reviews),Private,"Paris,Ile-de-France + 9 more",54 years old,5k-10k Employees (India)
387,Tata Capital Fin...,4.2,(1.1k Reviews),Public,Mumbai + 119 more,15 years old,1k-5k Employees (India)
388,Info Edge,3.9,(1.6k Reviews),Public,"Noida,Uttar Pradesh + 55 more",27 years old,1k-5k Employees (India)
389,BlackBuck,4.0,(1.1k Reviews),Private,"Bangalore,Karnataka + 165 more",7 years old,1k-5k Employees (India)
390,MetLife,4.4,(1.1k Reviews),Private,New York + 41 more,14 years old,5k-10k Employees (India)
391,Coromandel Inter...,4.2,(1.1k Reviews),Public,"Hyderabad/Secunderabad,Telangana + 126 more",61 years old,10k-50k Employees (India)
392,Power Mech Proje...,3.8,(1.1k Reviews),Public,"Hyderabad/Secunderabad,Telangana + 83 more",15 years old,1k-5k Employees (India)
393,JCB,4.0,(1.1k Reviews),Private,"Rocester,Staffordshire + 70 more",77 years old,1k-5k Employees (India)
394,Parle Products,4.1,(1.1k Reviews),Private,Mumbai + 136 more,93 years old,1k-5k Employees (India)
395,Shell,4.4,(1.1k Reviews),Public,"Bangalore/Bengaluru,Karnataka + 68 more",18 years old,5k-10k Employees (India)
